pname,pcode,cityname,citycode,adname,name,address,location,tel,bigType,midType,smallType,timestamp
香港特别行政区,810000,香港特别行政区,1852,元朗区,出租车上下客站,天龙路与天城路交叉口东北80米,"114.010194,22.455693",[],交通设施服务,交通服务相关,交通服务相关,2024-01-27 08:50:47
香港特别行政区,810000,香港特别行政区,1852,元朗区,出租车上下客站,天瑞路与天坛街交叉口东南60米,"114.002937,22.456484",[],交通设施服务,交通服务相关,交通服务相关,2024-01-20 11:20:17
香港特别行政区,810000,香港特别行政区,1852,元朗区,银座(有轨电车站),轻便铁路705线环线;轻便铁路706线环线;轻便铁路751P线;轻便铁路751线,"114.009895,22.454895",[],交通设施服务,公交车站,电车站,2023-12-11 04:31:24
香港特别行政区,810000,香港特别行政区,1852,元朗区,"江大路,近入建花园第三期A座(公交站)",新界区专线小巴602路,"114.081608,22.445255",[],交通设施服务,公交车站,公交车站相关,2024-09-05 02:40:15
香港特别行政区,810000,香港特别行政区,1852,元朗区,天德宫停车场,新界锦田八乡大江埔村,"114.076500,22.444977",[],交通设施服务,停车场,公共停车场,2024-04-05 04:52:35
香港特别行政区,810000,香港特别行政区,1852,元朗区,森群轩,新锡路与厦尾路交叉口西220米,"113.995889,22.447101",[],购物服务,购物相关场所,购物相关场所,2024-02-05 20:31:04
香港特别行政区,810000,香港特别行政区,1852,元朗区,德记士多(锡降村),香港厦村,"113.996363,22.446388",00852-24724488,购物服务,便民商店/便利店,便民商店/便利店,2024-08-22 14:54:24
香港特别行政区,810000,香港特别行政区,1852,元朗区,金星士多,锡降围路与厦尾路交叉口北80米,"113.997288,22.445974",[],购物服务,便民商店/便利店,便民商店/便利店,2024-03-18 19:31:11
香港特别行政区,810000,香港特别行政区,1852,元朗区,Agility Logistics Ltd,厦村屏厦路169号,"113.999970,22.448413",[],购物服务,购物相关场所,购物相关场所,2024-02-13 16:25:59
香港特别行政区,810000,香港特别行政区,1852,元朗区,恒星士多,"Ping Ha Rd,Ha Tsuen,Hong Kong","113.999474,22.445903",[],购物服务,便民商店/便利店,便民商店/便利店,2024-08-08 02:48:52
香港特别行政区,810000,香港特别行政区,1852,元朗区,顺利士多(厦尾路),厦尾路10号,"113.998163,22.444523",00852-24726677,购物服务,便民商店/便利店,便民商店/便利店,2024-02-12 14:19:41
香港特别行政区,810000,香港特别行政区,1852,元朗区,祥降围货柜屋,祥降围与新锡路交叉口西140米,"113.992828,22.448282",[],购物服务,购物相关场所,购物相关场所,2024-01-29 09:04:19
香港特别行政区,810000,香港特别行政区,1852,元朗区,厦村菜站(乐京花园店),香港厦村,"113.998989,22.443569",[],购物服务,综合市场,蔬菜市场,2024-07-11 12:56:01
香港特别行政区,810000,香港特别行政区,1852,元朗区,康联五金贸易有限公司,天水围屏厦路DD125号,"114.001529,22.444284",00852-68554155,购物服务,家居建材市场,建材五金市场|公司企业,2024-08-07 09:23:48
香港特别行政区,810000,香港特别行政区,1852,元朗区,陈美莲女士区议员办事处,"陈美莲女士区议员办事处Wing B,No.1,G/F,Tsz Yan","114.012283,22.449413",[],政府机构及社会团体,社会团体,社会团体相关,2024-01-25 04:27:55
香港特别行政区,810000,香港特别行政区,1852,元朗区,天慈村屋村管理咨询委员会,天水围,"114.012291,22.449435",00852-24768449,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,2024-06-27 13:38:16
香港特别行政区,810000,香港特别行政区,1852,元朗区,马淑燕女士区议员办事处,天城路与天福路交叉口西北180米,"114.010373,22.449377",97938788,政府机构及社会团体,政府机关,政府机关相关,2024-02-01 22:34:51
香港特别行政区,810000,香港特别行政区,1852,元朗区,基督教香港信义会天水围青少年综合服务中心,天水围,"114.010210,22.449394",00852-24462023,政府机构及社会团体,社会团体,社会团体相关,2023-12-11 06:26:21
香港特别行政区,810000,香港特别行政区,1852,元朗区,元朗区临时夜间避暑中心,天水围,"114.009461,22.447315",[],政府机构及社会团体,政府机关,政府机关相关,2024-01-28 21:33:51
香港特别行政区,810000,香港特别行政区,1852,元朗区,天耀村物业服务办事处,围天耀村耀丰楼地下,"114.010468,22.449984",00852-24481810,政府机构及社会团体,社会团体,社会团体相关,2024-06-27 13:38:48
香港特别行政区,810000,香港特别行政区,1852,元朗区,天耀屋村物业管理处,天城路附近,"114.010365,22.449989",[],政府机构及社会团体,政府机关,区县级政府及事业单位,2024-02-15 14:20:51
香港特别行政区,810000,香港特别行政区,1852,元朗区,社署天水围南办事处,天喜街2号,"114.010422,22.450122",[],政府机构及社会团体,政府机关,政府机关相关,2024-01-29 09:39:57
香港特别行政区,810000,香港特别行政区,1852,元朗区,元朗区租约事务管理处(三),天湖路附近,"114.009873,22.449880",[],政府机构及社会团体,政府机关,区县级政府及事业单位,2024-02-05 00:33:49
香港特别行政区,810000,香港特别行政区,1852,元朗区,香港耀能协会天耀工场,天水围天耀村耀民楼地下,"114.008694,22.447177",00852-24480761,政府机构及社会团体,社会团体,社会团体相关,2024-01-20 00:41:29
香港特别行政区,810000,香港特别行政区,1852,元朗区,基督教励行会元朗励行站,天福路与天耀路交叉口东北100米,"114.009686,22.445431",[],政府机构及社会团体,政府机关,政府机关相关,2024-01-25 19:46:14
香港特别行政区,810000,香港特别行政区,1852,元朗区,黄埔体育会,屏厦路与天福路交叉口东80米,"114.009699,22.444617",[],政府机构及社会团体,政府及社会团体相关,政府及社会团体相关,2024-01-20 04:12:26
香港特别行政区,810000,香港特别行政区,1852,元朗区,天水围警署,天水围天耀路11号,"114.007406,22.447036",[],政府机构及社会团体,公检法机构,公安警察,2024-08-26 09:25:14
香港特别行政区,810000,香港特别行政区,1852,元朗区,中旅港车北上验车中心,虾尾新村路与朗天路交叉口东220米,"114.016288,22.448355",[],政府机构及社会团体,交通车辆管理,验车场,2024-01-29 09:04:24
香港特别行政区,810000,香港特别行政区,1852,元朗区,虾尾村村公所,香港元朗,"114.015087,22.451224",[],政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,2023-12-11 06:52:38
香港特别行政区,810000,香港特别行政区,1852,元朗区,天水围消防局,天水围天河路1号,"114.006921,22.447417",00852-24480664,政府机构及社会团体,公检法机构,消防机关,2024-01-28 22:30:34
香港特别行政区,810000,香港特别行政区,1852,元朗区,大棠野战场地服务中心,新界元朗大棠荔枝山庄,"114.031893,22.404451",[],生活服务,生活服务场所,生活服务场所,2024-02-11 07:21:54
香港特别行政区,810000,香港特别行政区,1852,元朗区,大棠有机生态园售票处,十八乡大棠山道11号,"114.032194,22.404701",[],生活服务,售票处,公园景点售票处,2024-04-15 00:50:57
香港特别行政区,810000,香港特别行政区,1852,元朗区,大棠野战场地服务中心,大棠大棠山道31号,"114.033334,22.408124",[],生活服务,生活服务场所,生活服务场所,2024-01-23 20:53:08
香港特别行政区,810000,香港特别行政区,1852,元朗区,天美街,元朗区,"114.006467,22.447170",[],地名地址信息,交通地名,道路名,2024-01-28 03:00:23
香港特别行政区,810000,香港特别行政区,1852,元朗区,天顺里,元朗区,"114.006762,22.447009",[],地名地址信息,交通地名,道路名,2024-01-22 20:50:37
香港特别行政区,810000,香港特别行政区,1852,元朗区,天河路,元朗区,"114.006089,22.447346",[],地名地址信息,交通地名,道路名,2024-09-09 20:37:25
香港特别行政区,810000,香港特别行政区,1852,元朗区,天耀路,元朗区,"114.007664,22.447177",[],地名地址信息,交通地名,道路名,2024-01-22 20:48:59
香港特别行政区,810000,香港特别行政区,1852,元朗区,天靖街,元朗区,"114.006502,22.446324",[],地名地址信息,交通地名,道路名,2024-02-17 09:17:11
香港特别行政区,810000,香港特别行政区,1852,元朗区,天湖路,元朗区,"114.007336,22.449586",[],地名地址信息,交通地名,道路名,2024-07-27 20:46:15
香港特别行政区,810000,香港特别行政区,1852,元朗区,屏厦路,元朗区,"114.008681,22.444787",[],地名地址信息,交通地名,道路名,2024-08-21 20:58:29
香港特别行政区,810000,香港特别行政区,1852,元朗区,君国营养均衡料理有限公司,康业街19号,"114.036312,22.447680",[],公司企业,公司,公司,2024-02-14 18:19:48
香港特别行政区,810000,香港特别行政区,1852,元朗区,龙崎电镀工程有限公司,康业街19号,"114.036312,22.447680",[],公司企业,公司,公司,2024-01-28 02:49:52
香港特别行政区,810000,香港特别行政区,1852,元朗区,新美服务有限公司,康业街19号,"114.036312,22.447680",[],公司企业,公司,公司,2023-12-11 05:18:07
香港特别行政区,810000,香港特别行政区,1852,元朗区,信和物业管理有限公司(康业街),康业街19号,"114.036312,22.447680",[],公司企业,公司,公司,2024-01-25 03:08:36
香港特别行政区,810000,香港特别行政区,1852,元朗区,华艺实业有限公司,康业街19号万辉工业中心7层06-17,"114.036312,22.447681",[],公司企业,公司,公司,2024-02-05 23:16:34
香港特别行政区,810000,香港特别行政区,1852,元朗区,Shun Tai Mfg Co Ltd,喜业街与宏业东街交叉口西北40米,"114.034015,22.446073",[],公司企业,公司企业,公司企业,2024-02-11 08:41:06
香港特别行政区,810000,香港特别行政区,1852,元朗区,Protective Industrial Products Manufactory Ltd,喜业街与宏业西街交叉口东80米,"114.033432,22.446560",[],公司企业,公司企业,公司企业,2024-02-02 18:41:54
香港特别行政区,810000,香港特别行政区,1852,元朗区,东贸制品有限公司,嘉华工业大厦,"114.033423,22.446570",[],公司企业,公司,公司,2023-12-23 00:35:18
香港特别行政区,810000,香港特别行政区,1852,元朗区,古希天子药酒厂有限公司,香港万辉工业中心,"114.036328,22.447778",[],公司企业,公司,公司,2024-01-23 15:53:02
香港特别行政区,810000,香港特别行政区,1852,元朗区,拓奇制品实业有限公司,喜业街与宏业西街交叉口东60米,"114.033419,22.446568",00852-31934836,公司企业,公司,公司,2024-02-09 11:29:45
香港特别行政区,810000,香港特别行政区,1852,元朗区,Acetec Industrial Company,喜业街与宏业西街交叉口东60米,"114.033419,22.446568",00852-24731286,公司企业,公司,公司,2024-02-10 11:36:18
香港特别行政区,810000,香港特别行政区,1852,元朗区,加联﹙亚太﹚有限公司,万辉工业中心,"114.036330,22.447781",[],公司企业,公司,公司,2024-01-18 13:14:48
香港特别行政区,810000,香港特别行政区,1852,元朗区,罗志记海鲜食品有限公司,香港万辉工业中心,"114.036330,22.447781",00852-24420881,公司企业,公司,公司,2024-02-03 21:19:55
香港特别行政区,810000,香港特别行政区,1852,元朗区,Global Mountains Chemicals Ltd,康业街与德业街交叉口西北60米,"114.036363,22.447697",[],公司企业,公司企业,公司企业,2024-01-22 04:33:22
香港特别行政区,810000,香港特别行政区,1852,元朗区,南兴医疗设备系统有限公司,香港新界元朗宏业西街33号元朗贸易中心704室,"114.033812,22.448503",00852-24759105,公司企业,公司,公司,2024-01-27 08:21:14
香港特别行政区,810000,香港特别行政区,1852,元朗区,奕达电子有限公司,宏业西街与富业街交叉口北40米,"114.033812,22.448503",00852-24549840,公司企业,公司,公司,2024-01-22 05:11:10
香港特别行政区,810000,香港特别行政区,1852,元朗区,丰利建筑工程有限公司,宏业西街与富业街交叉口北40米,"114.033812,22.448503",00852-24755418,公司企业,公司,公司,2024-02-08 16:24:00
香港特别行政区,810000,香港特别行政区,1852,元朗区,广发行漂水有限公司,新界元朗康业街406号万辉工业中心,"114.036355,22.447765",[],公司企业,公司,公司,2024-02-06 15:02:07
香港特别行政区,810000,香港特别行政区,1852,元朗区,万利国际有限公司,新界元朗康业街19号万辉工业中心1楼105室,"114.036355,22.447765",00852-24572299,公司企业,公司,公司,2024-02-08 16:22:19
香港特别行政区,810000,香港特别行政区,1852,元朗区,宏达系统,新界元朗康业街19号万辉工业中心3楼311室,"114.036355,22.447765",00852-23047201,公司企业,公司,公司,2024-02-06 12:03:26
香港特别行政区,810000,香港特别行政区,1852,元朗区,永利贸易公司,新界元朗康业街19号万辉工业中心,"114.036355,22.447765",[],公司企业,公司,公司,2024-02-02 05:56:59
香港特别行政区,810000,香港特别行政区,1852,元朗区,C&L Pharmaceutical Ltd,元朗康业街19号新界元朗号万辉工业中心,"114.036415,22.447561",00852-24759168,公司企业,公司企业,公司企业,2024-06-27 13:39:03
香港特别行政区,810000,香港特别行政区,1852,元朗区,合兴电机工程有限公司,德业街与康业街交叉口南60米,"114.036373,22.447796",00852-34866443,公司企业,公司,公司,2024-01-24 17:39:15
香港特别行政区,810000,香港特别行政区,1852,元朗区,路华香港有限公司,香港新界元朗宏业西街33号元朗贸易中心7楼12室,"114.033785,22.448544",[],公司企业,公司,公司,2024-01-23 21:06:00
香港特别行政区,810000,香港特别行政区,1852,元朗区,Olympia Auto Parts Company,康业街33号,"114.033989,22.448683",00852-24778082,公司企业,公司企业,公司企业,2024-01-23 05:56:10
香港特别行政区,810000,香港特别行政区,1852,元朗区,普利司通永光香港有限公司,元朗Hung Wai Industrial Building,"114.033187,22.446847",[],公司企业,公司,公司,2024-01-25 00:25:39
香港特别行政区,810000,香港特别行政区,1852,元朗区,Titanos Group Limited,宏业西街元朗贸易中心,"114.033696,22.448517",00852-90342021,公司企业,公司,公司,2024-06-27 13:39:17
香港特别行政区,810000,香港特别行政区,1852,元朗区,新城贸易公司,富业街,"114.033663,22.448491",[],公司企业,公司,商业贸易,2024-02-11 15:16:06
香港特别行政区,810000,香港特别行政区,1852,元朗区,Tang Tim Sik,富业街与宏业西街交叉口北40米,"114.033749,22.448560",00852-24773922,公司企业,公司,公司,2024-01-20 00:49:44
香港特别行政区,810000,香港特别行政区,1852,元朗区,钛升半导体材料有限公司,富业街与宏业西街交叉口北40米,"114.033749,22.448560",00852-29477223,公司企业,公司,公司,2024-01-20 03:41:17
香港特别行政区,810000,香港特别行政区,1852,元朗区,大德机电工程有限公司,富业街与宏业西街交叉口北40米,"114.033749,22.448560",00852-24434172,公司企业,公司,公司,2024-02-02 00:52:43
香港特别行政区,810000,香港特别行政区,1852,元朗区,Compotech Company Limited,香港新界元朗宏业西街33号元朗贸易中心16楼1605室,"114.033742,22.448558",00852-24714386,公司企业,公司,公司,2024-04-28 13:27:07
香港特别行政区,810000,香港特别行政区,1852,元朗区,维佳动力系统有限公司,新界元朗宏业西街33号元朗贸易中心17楼1705室,"114.033742,22.448558",00852-28148441,公司企业,公司,公司,2024-02-14 16:24:11
香港特别行政区,810000,香港特别行政区,1852,元朗区,志德实业公司,喜业街与宏业西街交叉口东40米,"114.033231,22.446703",[],公司企业,公司企业,公司企业,2024-01-23 19:43:20
香港特别行政区,810000,香港特别行政区,1852,元朗区,新里程手套厂有限公司,香港新界元朗宏业西街33号元朗贸易中心1201室,"114.033740,22.448557",[],公司企业,公司,公司,2024-02-06 12:03:26
香港特别行政区,810000,香港特别行政区,1852,元朗区,福安测量师行有限公司,新界元朗青山道99-109号元朗贸易中心1701室,"114.033740,22.448557",00852-24788908,公司企业,公司,公司,2024-01-29 05:34:00
香港特别行政区,810000,香港特别行政区,1852,元朗区,协进设计牌照顾问有限公司,富业街与宏业西街交叉口北40米,"114.033740,22.448560",00852-35638901,公司企业,公司,公司,2024-02-05 19:29:50
香港特别行政区,810000,香港特别行政区,1852,元朗区,钟记集运有限公司,宏业西街33号元朗贸易中心附近,"114.033740,22.448560",00852-29441893,公司企业,公司,公司,2024-02-02 10:42:53
香港特别行政区,810000,香港特别行政区,1852,元朗区,骏麒工程有限公司,"10号Kam Tin Rd,Kam Tin,Hong Kong","114.066876,22.437316",00852-24222211,公司企业,公司,公司,2024-08-08 02:48:50
香港特别行政区,810000,香港特别行政区,1852,元朗区,天际物业顾问有限公司,锦田公路347号,"114.067899,22.435988",00852-24811777,公司企业,公司,公司,2024-03-12 11:58:52
香港特别行政区,810000,香港特别行政区,1852,元朗区,基建工程发展有限公司,锦田市街与锦田公路交叉口北40米,"114.066393,22.437629",[],公司企业,公司,建筑公司,2024-02-05 00:48:12
香港特别行政区,810000,香港特别行政区,1852,元朗区,Kam Fung Garden Block B,锦上路与四排石交叉口北80米,"114.067660,22.436586",[],公司企业,公司,公司,2024-03-12 11:40:13
香港特别行政区,810000,香港特别行政区,1852,元朗区,宏俊创建有限公司,锦上路与四排石交叉口东北40米,"114.067898,22.436113",[],公司企业,公司,公司,2024-03-12 11:40:38
香港特别行政区,810000,香港特别行政区,1852,元朗区,天朗,锦田公路与高埔路交叉口南100米,"114.063025,22.436391",[],公司企业,公司,公司,2024-02-04 01:19:25
香港特别行政区,810000,香港特别行政区,1852,元朗区,冠和发展有限公司,新界元朗锦田锦田公路117B号,"114.067162,22.437326",90321445,公司企业,公司,公司,2024-03-30 14:10:17
香港特别行政区,810000,香港特别行政区,1852,元朗区,保连顾问公司,香港新界元朗锦田锦田公路117A号,"114.067172,22.437326",90321445,公司企业,公司,公司,2024-03-30 14:19:22
香港特别行政区,810000,香港特别行政区,1852,元朗区,合记贸易有限公司,新界元朗锦田,"114.063713,22.437477",[],公司企业,公司,商业贸易,2024-06-27 13:35:46
香港特别行政区,810000,香港特别行政区,1852,元朗区,The Salvation Army-Kam Tin Corps,锦田公路与锦上路交叉口东北80米,"114.067622,22.437586",00852-24734488,公司企业,公司,公司,2024-08-08 02:49:00
香港特别行政区,810000,香港特别行政区,1852,元朗区,方骏实业开发公司,香港新界元朗锦田锦上路,"114.068762,22.435777",00852-27932033,公司企业,公司,公司,2024-03-30 14:24:50
香港特别行政区,810000,香港特别行政区,1852,元朗区,永华公司,"永华公司Lot 595 Kam Sheung Rd Yuen Long NT,香港","114.068767,22.435776",[],公司企业,公司,公司,2024-03-30 14:42:09
香港特别行政区,810000,香港特别行政区,1852,元朗区,友盛木业有限公司,锦上路与四排石交叉口东140米,"114.068767,22.435776",00852-24785828,公司企业,公司,公司,2024-03-30 14:23:30
香港特别行政区,810000,香港特别行政区,1852,元朗区,联合世界数字商贸中心有限公司,联合世界数字商贸中心有限公司Season Palace Kam Sheung Road Yuen Long NT,"114.068767,22.435776",[],公司企业,公司,公司,2024-03-30 14:36:04
香港特别行政区,810000,香港特别行政区,1852,元朗区,新域食品发展公司,香港新界元朗锦田锦上路,"114.068767,22.435776",00852-24881263,公司企业,公司,公司,2024-03-30 14:36:11
香港特别行政区,810000,香港特别行政区,1852,元朗区,天和水电工程公司,锦田公路与江大路交叉口西南180米,"114.069207,22.436306",00852-63459571,公司企业,公司,公司,2024-04-05 13:05:57
香港特别行政区,810000,香港特别行政区,1852,元朗区,EPIROC,高埔村36A,"114.061751,22.437121",[],公司企业,公司,公司,2024-02-10 02:26:08
香港特别行政区,810000,香港特别行政区,1852,元朗区,安质环工程,锦田公路172号A地下,"114.069085,22.437310",[],公司企业,公司企业,公司企业,2024-07-02 20:15:59
香港特别行政区,810000,香港特别行政区,1852,元朗区,亿亚有限公司,新界元朗锦田吉庆围172A号地下1号铺313信箱,"114.069198,22.437149",00852-23323609,公司企业,公司,公司,2024-02-17 11:21:52
香港特别行政区,810000,香港特别行政区,1852,元朗区,智恒物业发展顾问有限公司,锦田公路与江大路交叉口西140米,"114.069206,22.437150",00852-24786779,公司企业,公司,公司,2024-01-20 07:12:48
香港特别行政区,810000,香港特别行政区,1852,元朗区,阳光新能源香港技术有限公司,锦上路吉庆围195号,"114.069752,22.435828",[],公司企业,公司,公司,2024-06-17 11:01:29
香港特别行政区,810000,香港特别行政区,1852,元朗区,创致工程有限公司,锦田公路与青朗公路出口交叉口西北80米,"114.061875,22.437925",[],公司企业,公司,公司,2024-03-31 17:31:26
香港特别行政区,810000,香港特别行政区,1852,元朗区,顺天国际有限公司,香港锦田,"114.061198,22.436712",[],公司企业,公司,公司,2023-12-11 04:29:18
香港特别行政区,810000,香港特别行政区,1852,元朗区,MAGNUS PRO HONG KONG,锦上路与锦汇路交叉口西120米,"114.069954,22.435273",00852-34868200,公司企业,公司企业,公司企业,2024-01-28 04:45:49
香港特别行政区,810000,香港特别行政区,1852,元朗区,White House,锦田公路与江大路交叉口西南120米,"114.069866,22.436355",[],公司企业,公司,公司,2024-08-31 02:51:21
香港特别行政区,810000,香港特别行政区,1852,元朗区,天裕工程发展有限公司(锦田公路),锦田公路与江大路交叉口西100米,"114.069587,22.437504",[],公司企业,公司,公司,2024-01-24 04:36:49
香港特别行政区,810000,香港特别行政区,1852,元朗区,高宝地产有限公司,锦田公路与江大路交叉口西100米,"114.069620,22.437538",00852-24764668,公司企业,公司,公司,2024-03-30 14:23:18
香港特别行政区,810000,香港特别行政区,1852,元朗区,英昌行,香港锦田5号祠堂村,"114.070241,22.437183",[],公司企业,公司,公司,2023-12-23 16:27:52
香港特别行政区,810000,香港特别行政区,1852,元朗区,森艺铜器,香港新界元朗锦田锦上路195-B号地下,"114.070980,22.435508",00852-24777202,公司企业,公司,公司,2024-05-03 23:42:55
香港特别行政区,810000,香港特别行政区,1852,元朗区,浩金世界贸易公司,"香港香港新界元朗锦上路200号锦安花园10座2楼Yuen Long,New Territories,Hong Kong","114.070977,22.434188",00852-28161887,公司企业,公司,公司,2024-03-30 14:31:51
香港特别行政区,810000,香港特别行政区,1852,元朗区,Yee Hong Garden,"Kam Sheung Rd,Kam Tin,Hong Kong","114.071126,22.434491",[],公司企业,公司,公司|体育休闲服务,2024-05-09 14:21:38
香港特别行政区,810000,香港特别行政区,1852,元朗区,润记餐厅,元朗德业街12号宝威大厦G楼4室,"114.035163,22.448794",[],餐饮服务,快餐厅,快餐厅,2024-08-02 04:38:22
香港特别行政区,810000,香港特别行政区,1852,元朗区,泰澜镬,康业街10号,"114.034216,22.448408",[],餐饮服务,餐饮相关场所,餐饮相关,2024-07-21 05:10:44
香港特别行政区,810000,香港特别行政区,1852,元朗区,福兴食堂,宏业东街18号宏业工贸中心地下K铺,"114.034412,22.446865",00852-28871884,餐饮服务,快餐厅,快餐厅,2024-07-29 12:21:50
香港特别行政区,810000,香港特别行政区,1852,元朗区,同厨房,元朗旧墟路33号,"114.038290,22.449397",[],餐饮服务,中餐厅,中餐厅,2024-07-29 14:52:17
香港特别行政区,810000,香港特别行政区,1852,元朗区,利兴烧腊(嘉华工业大厦店),新界元朗良业街8号嘉华工业大厦8楼19号,"114.033477,22.446698",[],餐饮服务,中餐厅,中餐厅,2024-03-25 12:59:45
香港特别行政区,810000,香港特别行政区,1852,元朗区,凤园餐厅,香港元朗115约60A地段山贝洪田村271号地下,"114.038665,22.446679",00852-24751996,餐饮服务,中餐厅,中餐厅,2024-07-29 12:13:15
香港特别行政区,810000,香港特别行政区,1852,元朗区,英华饼店,喜业街2号喜业工厂大厦4楼1室,"114.032820,22.446340",00852-24755788,餐饮服务,餐饮相关场所,餐饮相关,2024-01-23 17:39:20
香港特别行政区,810000,香港特别行政区,1852,元朗区,喜业饭堂(喜业工厂大厦店),宏业西街12-18号喜业工厂大厦,"114.032818,22.446332",[],餐饮服务,中餐厅,中餐厅,2024-08-25 20:44:35
香港特别行政区,810000,香港特别行政区,1852,元朗区,8号茶居,裕丰工业大厦,"114.032746,22.445822",00852-25600700,餐饮服务,餐饮相关场所,餐饮相关,2024-06-01 19:25:59
香港特别行政区,810000,香港特别行政区,1852,元朗区,土司工坊(新元朗中心-YOHO MALL2店),香港元朗朗日路,"114.033072,22.445501",[],餐饮服务,咖啡厅,咖啡厅,2024-07-15 19:53:08
香港特别行政区,810000,香港特别行政区,1852,元朗区,Canteen蔚濠海鲜饭堂(新顺福中心店),宏业西街与扩业街交叉口北40米,"114.032651,22.445643",00852-23236188,餐饮服务,餐饮相关场所,餐饮相关,2024-03-31 13:04:05
香港特别行政区,810000,香港特别行政区,1852,元朗区,范汤皇,宏业西街与扩业街交叉口西北60米,"114.032445,22.445799",00852-66233698,餐饮服务,快餐厅,快餐厅,2024-01-21 20:59:15
香港特别行政区,810000,香港特别行政区,1852,元朗区,寿桃牌展览馆,香港元朗Sun Shun Fook Centre,"114.032482,22.445567",00852-24610190,餐饮服务,糕饼店,糕饼店,2024-01-03 15:15:28
香港特别行政区,810000,香港特别行政区,1852,元朗区,冬菇亭(南边围店),元朗旧墟路与朗日路交叉口西80米,"114.038508,22.444058",00852-28662918,餐饮服务,中餐厅,中餐厅,2024-07-05 00:01:18
香港特别行政区,810000,香港特别行政区,1852,元朗区,学利(大兴大厦A座店),泰利街1号,"114.034736,22.443642",00852-26380501,餐饮服务,中餐厅,中餐厅,2024-02-03 20:23:54
香港特别行政区,810000,香港特别行政区,1852,元朗区,牛车水海南鸡饭鱼头米粉,泰利街5号大兴大厦地下G铺,"114.034524,22.443615",00852-21484777,餐饮服务,外国餐厅,外国餐厅,2024-04-28 12:54:27
香港特别行政区,810000,香港特别行政区,1852,元朗区,滚动鸡煲火锅,元朗泰衡街与西堤街交叉口北40米,"114.034622,22.443548",[],餐饮服务,中餐厅,火锅店,2024-07-28 11:46:06
香港特别行政区,810000,香港特别行政区,1852,元朗区,明星茶果店,香港元朗元朗泰衡街,"114.035114,22.443432",00852-24420017,餐饮服务,中餐厅,中餐厅,2024-08-25 02:41:57
香港特别行政区,810000,香港特别行政区,1852,元朗区,永顺食店,元朗安宁路2-18号冠煌楼F铺(朗屏西铁站),"114.034300,22.443510",00852-24747074,餐饮服务,中餐厅,中餐厅,2024-05-11 05:03:06
香港特别行政区,810000,香港特别行政区,1852,元朗区,永顺/沙爹猪扒面,泰利街与横洲路交叉口东南20米,"114.034196,22.443524",[],餐饮服务,中餐厅,中餐厅,2024-08-23 03:54:17
香港特别行政区,810000,香港特别行政区,1852,元朗区,大荣华酒楼(元朗老店),元朗安宁路2-6号,"114.034646,22.443375",00852-24769888,餐饮服务,中餐厅,综合酒楼,2024-08-24 15:58:17
香港特别行政区,810000,香港特别行政区,1852,元朗区,宝峰冰室,横洲路与泰利街交叉口西南20米,"114.033875,22.443535",00852-23280029,餐饮服务,快餐厅,快餐厅,2024-07-28 16:11:10
香港特别行政区,810000,香港特别行政区,1852,元朗区,新忠辉潮州卤水烧腊店,元朗泰衡街1-5号附近,"114.034913,22.443245",00852-61080609,餐饮服务,餐饮相关场所,餐饮相关,2024-07-26 17:18:48
香港特别行政区,810000,香港特别行政区,1852,元朗区,牛气冲天,元朗泰丰街翠华楼地下11号,"114.035163,22.443191",00852-28106266,餐饮服务,餐饮相关场所,餐饮相关,2024-08-28 11:20:04
香港特别行政区,810000,香港特别行政区,1852,元朗区,麻辣坊(世宙店),元朗大桥街市地下43号铺,"114.032541,22.444210",[],餐饮服务,快餐厅,快餐厅,2024-04-06 17:01:15
香港特别行政区,810000,香港特别行政区,1852,元朗区,骅记糕点屋(利群楼店),"元朗安宁路20-24号,Lee Kwan Building","114.034076,22.443415",[],餐饮服务,餐饮相关场所,餐饮相关,2024-07-04 19:56:32
香港特别行政区,810000,香港特别行政区,1852,元朗区,道教九霄观,新界元朗八乡锦上路石湖塘村6号A,"114.074018,22.427664",[],风景名胜,风景名胜,寺庙道观,2024-08-16 12:03:47
香港特别行政区,810000,香港特别行政区,1852,元朗区,纪通祖蔡公祠,香港石岗,"114.077158,22.423293",[],风景名胜,风景名胜,风景名胜,2024-03-12 11:35:35
香港特别行政区,810000,香港特别行政区,1852,元朗区,亿丰农场,流浮山,"114.011292,22.483923",[],公司企业,农林牧渔基地,其它农林牧渔基地,2024-01-23 02:30:22
香港特别行政区,810000,香港特别行政区,1852,元朗区,全运车体有限公司,深湾路附近,"114.009902,22.483313",[],公司企业,公司,公司,2024-04-07 12:53:59
香港特别行政区,810000,香港特别行政区,1852,元朗区,维昌,深湾路附近,"114.009588,22.483042",[],公司企业,公司,公司,2024-07-07 14:20:28
香港特别行政区,810000,香港特别行政区,1852,元朗区,迅达客运有限公司,流浮山深湾路119号,"114.008838,22.483417",[],公司企业,公司,公司,2024-08-31 02:51:12
香港特别行政区,810000,香港特别行政区,1852,元朗区,廖远光的洗洁精/漂白水批发工厂,流浮山深湾路122号,"114.008025,22.483316",[],公司企业,公司,公司,2024-08-08 02:49:08
